2021-10-27T13:08:35.865558100;(2+2-6)*5;-10.0
2021-10-27T13:09:22.666935400;2*3+(4+─37);-27.0
2021-10-27T13:32:39.828246300;4+-3;1.0
2021-10-27T13:40:19.844951900;5+7*(-3+4);12.0
2021-10-27T13:46:33.351283900;(-3*-4)/-35;-0.34285715
2021-10-28T08:51:19.189749200;-3*(4+5);-27.0
